gvkey,tic,datadate,fqtr,qtryr,rdq,atqr
062263,ALXN,20150930,3,2015,20151029,13153.015
062263,ALXN,20151231,4,2015,20160203,13133.23
062266,CSGS,20140331,1,2014,20140506,854.4148
062266,CSGS,20140630,2,2014,20140731,870.7898
062266,CSGS,20140930,3,2014,20141104,847.3838
062266,CSGS,20141231,4,2014,20150204,859.728
062266,CSGS,20150331,1,2015,20150505,810.216
062266,CSGS,20150630,2,2015,20150805,836.785
062266,CSGS,20150930,3,2015,20151104,840.706
062266,CSGS,20151231,4,2015,20160203,877.233
062290,REV,20140331,1,2014,20140430,2105.1001
062290,REV,20140630,2,2014,20140730,1938.7
062290,REV,20140930,3,2014,20141029,1912.5999
062290,REV,20141231,4,2014,20150312,1944.1
062290,REV,20150331,1,2015,20150507,1873.7
062290,REV,20150630,2,2015,20150729,1926.6
062290,REV,20150930,3,2015,20151104,1924.5
062290,REV,20151231,4,2015,20160226,2014.3
062292,EVTN,20140331,1,2014,20140514,0.576
062292,EVTN,20140630,2,2014,20140814,0.584
062292,EVTN,20140930,3,2014,20141114,0.662
062292,EVTN,20141231,4,2014,20150331,0.699
062292,EVTN,20150331,1,2015,20150515,0.675
062292,EVTN,20150630,2,2015,20150813,0.757
062292,EVTN,20150930,3,2015,20151113,0.627
062292,EVTN,20151231,4,2015,20160405,0.307
062302,SGRP,20140331,1,2014,20140515,34.209
062302,SGRP,20140630,2,2014,20140813,38.848
062302,SGRP,20140930,3,2014,20141113,38.155
062302,SGRP,20141231,4,2014,20150415,44.57
062302,SGRP,20150331,1,2015,20150514,42.597
062302,SGRP,20150630,2,2015,20150814,43.084
062302,SGRP,20150930,3,2015,20151116,41.581
062302,SGRP,20151231,4,2015,20160330,43.406
062304,RAIO,20140331,1,2014,20140701,0.396
062304,RAIO,20140630,2,2014,20140813,0.48
062311,NSFDF,20140331,1,2014,20140522,8.581
062311,NSFDF,20140630,2,2014,20140826,7.716
062311,NSFDF,20140930,3,2014,20141121,6.452
062311,NSFDF,20141231,4,2014,20150429,5.214
062311,NSFDF,20150331,1,2015,20150529,3.649
062311,NSFDF,20150630,2,2015,20150827,5.883
062311,NSFDF,20150930,3,2015,20151127,23.938
062311,NSFDF,20151231,4,2015,20160502,28.239
062315,MLGF,20140331,1,2014,,
062315,MLGF,20140630,2,2014,,
062315,MLGF,20140930,3,2014,,
062315,MLGF,20141231,4,2014,,947.282
062315,MLGF,20150331,1,2015,20150422,972.356
062315,MLGF,20150630,2,2015,20150713,988.875
062315,MLGF,20150930,3,2015,20151019,979.39
062315,MLGF,20151231,4,2015,20160122,984.382
062317,PGI,20140331,1,2014,20140424,690.1858
062317,PGI,20140630,2,2014,20140717,682.9338
062317,PGI,20140930,3,2014,20141023,732.603
062317,PGI,20141231,4,2014,20150217,756.23
062317,PGI,20150331,1,2015,20150423,780.172
062317,PGI,20150630,2,2015,20150730,776.106
062317,PGI,20150930,3,2015,20151029,760.514
062330,BAGL,20140331,1,2014,20140501,196.761
062330,BAGL,20140630,2,2014,20140731,196.26
062330,BAGL,20140930,3,2014,20141031,198.346
062337,IAG,20140331,1,2014,20140506,4227.5
062337,IAG,20140630,2,2014,20140813,4243.8984
062337,IAG,20140930,3,2014,20141112,4192.8984
062337,IAG,20141231,4,2014,20150218,4222.8
062337,IAG,20150331,1,2015,20150505,4136.1
062337,IAG,20150630,2,2015,20150805,4082.3
062337,IAG,20150930,3,2015,20151103,4020.3
062337,IAG,20151231,4,2015,20160217,3251.4
062340,QNIIF,20140228,4,2013,20140630,0.055
062340,QNIIF,20140531,1,2014,20140731,0.675
062340,QNIIF,20140831,2,2014,20141030,6.324
062340,QNIIF,20141130,3,2014,20150129,5.591
062340,QNIIF,20150228,4,2014,20150623,4.763
062340,QNIIF,20150531,1,2015,20150730,6.315
062340,QNIIF,20150831,2,2015,20151102,6.638
062340,QNIIF,20151130,3,2015,20160201,4.768
062365,FNRN,20140331,1,2014,20140430,932.96
062365,FNRN,20140630,2,2014,20140729,930.834
062365,FNRN,20140930,3,2014,20141029,954.0549
062365,FNRN,20141231,4,2014,20150129,957.884
062365,FNRN,20150331,1,2015,20150428,995.389
062365,FNRN,20150630,2,2015,20150730,1002.114
062365,FNRN,20150930,3,2015,20151030,1037.676
062365,FNRN,20151231,4,2015,20160129,1044.625
062374,IRM,20140331,1,2014,20140501,6706.6172
062374,IRM,20140630,2,2014,20140731,6735.1211
062374,IRM,20140930,3,2014,20141030,6636.3359
062374,IRM,20141231,4,2014,20150220,6570.342
062374,IRM,20150331,1,2015,20150428,6371.454
062374,IRM,20150630,2,2015,20150730,6422.577
062374,IRM,20150930,3,2015,20151030,6669.822
062374,IRM,20151231,4,2015,20160225,6350.587
062378,HUBG,20140331,1,2014,20140417,1104.5579
062378,HUBG,20140630,2,2014,20140717,1123.4138
062378,HUBG,20140930,3,2014,20141023,1189.1428
062378,HUBG,20141231,4,2014,20150204,1212.127
062378,HUBG,20150331,1,2015,20150423,1222.327
062378,HUBG,20150630,2,2015,20150721,1252.048
062378,HUBG,20150930,3,2015,20151028,1280.961
062378,HUBG,20151231,4,2015,20160203,1301.146
062391,ELNK,20140331,1,2014,20140505,971.2419
062391,ELNK,20140630,2,2014,20140804,937.8408
062391,ELNK,20140930,3,2014,20141103,951.115
062391,ELNK,20141231,4,2014,20150218,910.161
062391,ELNK,20150331,1,2015,20150504,856.118
062391,ELNK,20150630,2,2015,20150803,799.065
062391,ELNK,20150930,3,2015,20151102,768.026
062391,ELNK,20151231,4,2015,20160217,734.652
062396,IDT,20140131,2,2014,20140306,444.9978
062396,IDT,20140430,3,2014,20140609,450.9548
062396,IDT,20140731,4,2014,20141006,480.9309
062396,IDT,20141031,1,2015,20141208,504.335
062396,IDT,20150131,2,2015,20150309,480.403
062396,IDT,20150430,3,2015,20150604,481.56
062396,IDT,20150731,4,2015,20151013,485.682
062396,IDT,20151031,1,2016,20151203,469.336
062432,ENTK.2,20140331,1,2014,20140502,8.399
062432,ENTK.2,20140630,2,2014,20140806,8.549
062432,ENTK.2,20140930,3,2014,20141107,8.569
062432,ENTK.2,20141231,4,2014,20150330,1.574
062432,ENTK.2,20150331,1,2015,20150506,3.773
062432,ENTK.2,20150630,2,2015,20150811,3.764
062432,ENTK.2,20150930,3,2015,20151123,1.139
062432,ENTK.2,20151231,4,2015,20160413,0.129
062446,TNKY,20140331,1,2014,20140514,2.267
062446,TNKY,20140630,2,2014,20140814,2.209
062446,TNKY,20140930,3,2014,20141114,2.128
062446,TNKY,20141231,4,2014,20150615,1.86
062446,TNKY,20150331,1,2015,20150821,1.879
062446,TNKY,20150630,2,2015,20151202,0.625
062460,CIMT,20140331,1,2014,20140514,41.202
062460,CIMT,20140630,2,2014,20140813,42.775
062460,CIMT,20140930,3,2014,20141113,40.664
062475,ABUS,20140331,1,2014,20140514,138.522
062475,ABUS,20140630,2,2014,20140813,132.068
062475,ABUS,20140930,3,2014,20141106,125.059
062475,ABUS,20141231,4,2014,20150312,118.178
062475,ABUS,20150331,1,2015,20150506,787.064
062475,ABUS,20150630,2,2015,20150805,773.82
062475,ABUS,20150930,3,2015,20151105,722.631
062475,ABUS,20151231,4,2015,20160309,712.291
062494,PRGX,20140331,1,2014,20140428,125.394
062494,PRGX,20140630,2,2014,20140728,115.691
062494,PRGX,20140930,3,2014,20141027,105.829
062494,PRGX,20141231,4,2014,20150303,102.782
062494,PRGX,20150331,1,2015,20150428,91.436
062494,PRGX,20150630,2,2015,20150728,88.387
062494,PRGX,20150930,3,2015,20151027,77.949
062494,PRGX,20151231,4,2015,20160301,80.391
062498,ELLO,20140331,1,2014,20140630,161.265
062498,ELLO,20140630,2,2014,20140930,176.464
062498,ELLO,20140930,3,2014,20141231,171.581
062498,ELLO,20141231,4,2014,20150318,159.087
062498,ELLO,20150331,1,2015,20150609,151.649
062498,ELLO,20150630,2,2015,20150910,156.619
062498,ELLO,20150930,3,2015,20151221,170.036
062498,ELLO,20151231,4,2015,20160323,160.327
062501,SPH,20140331,2,2014,20140508,2853.5449
062501,SPH,20140630,3,2014,20140807,2649.5
062501,SPH,20140930,4,2014,20141113,2609.363
062501,SPH,20141231,1,2015,20150205,2622.563
062501,SPH,20150331,2,2015,20150507,2651.484
062501,SPH,20150630,3,2015,20150806,2540.312
062501,SPH,20150930,4,2015,20151112,2485.73
062501,SPH,20151231,1,2016,20160204,2453.017
062516,CENX,20140331,1,2014,20140424,1786.855
062516,CENX,20140630,2,2014,20140730,1776.48
062516,CENX,20140930,3,2014,20141029,1839.481
062516,CENX,20141231,4,2014,20150224,2014.035
062516,CENX,20150331,1,2015,20150430,2083.048
062516,CENX,20150630,2,2015,20150806,1989.238
062516,CENX,20150930,3,2015,20151029,1906.701
062516,CENX,20151231,4,2015,20160218,1752.468
062525,HEB,20140331,1,2014,20140509,35.01
062525,HEB,20140630,2,2014,20140808,33.549
062525,HEB,20140930,3,2014,20141107,30.638
062525,HEB,20141231,4,2014,20150319,29.44
062525,HEB,20150331,1,2015,20150512,30.791
062525,HEB,20150630,2,2015,20150812,29.866
062525,HEB,20150930,3,2015,20151116,26.497
062525,HEB,20151231,4,2015,20160329,22.804
062527,3AMFC,20140331,1,2014,20140530,177.073
062527,3AMFC,20140630,2,2014,20140813,183.659
062527,3AMFC,20140930,3,2014,,185.75
062527,3AMFC,20141231,4,2014,20150210,184.951
062527,3AMFC,20150331,1,2015,20150506,184.781
062527,3AMFC,20150630,2,2015,20150810,186.289
062527,3AMFC,20150930,3,2015,20151125,191.153
062527,3AMFC,20151231,4,2015,20160307,189.936
062541,CRRSQ,20140331,1,2014,20140819,164.114
062541,CRRSQ,20140630,2,2014,20140925,174.533
062541,CRRSQ,20140930,3,2014,20141113,183.883
062549,KVHI,20140331,1,2014,20140430,182.983
062549,KVHI,20140630,2,2014,20140730,186.787
062549,KVHI,20140930,3,2014,20141110,235.832
062549,KVHI,20141231,4,2014,20150316,235.837
062549,KVHI,20150331,1,2015,20150507,225.121
062549,KVHI,20150630,2,2015,20150804,231.449
062549,KVHI,20150930,3,2015,20151103,231.092
062549,KVHI,20151231,4,2015,20160310,226.277
062553,OCC,20140131,1,2014,20140314,45.31
062553,OCC,20140430,2,2014,20140611,47.531
062553,OCC,20140731,3,2014,20140910,47.313
062553,OCC,20141031,4,2014,20141218,50.039
062553,OCC,20150131,1,2015,20150310,46.03
062553,OCC,20150430,2,2015,20150612,48.316
062553,OCC,20150731,3,2015,20150911,49.033
062553,OCC,20151031,4,2015,20160128,45.029
062575,FFDF,20140331,3,2014,20140515,255.114
062575,FFDF,20140630,4,2014,20140731,254.072
062575,FFDF,20140930,1,2015,20141020,261.621
062575,FFDF,20141231,2,2015,20150121,268.478
062575,FFDF,20150331,3,2015,20150428,270.045
062575,FFDF,20150630,4,2015,20150728,272.708
062575,FFDF,20150930,1,2016,20151021,270.265
062575,FFDF,20151231,2,2016,20160121,278.109
062582,ALJJ,20140331,2,2014,20140515,79.16
062582,ALJJ,20140630,3,2014,20140814,90.44
062582,ALJJ,20140930,4,2014,20141231,97.271
062582,ALJJ,20141231,1,2015,20150211,105.324
062582,ALJJ,20150331,2,2015,20150515,103.407
062582,ALJJ,20150630,3,2015,20150814,98.502
062582,ALJJ,20150930,4,2015,20151231,202.902
062582,ALJJ,20151231,1,2016,20160325,201.738
062592,PLX,20140331,1,2014,20140508,103.416
062592,PLX,20140630,2,2014,20140807,96.651
062592,PLX,20140930,3,2014,20141110,84.795
062592,PLX,20141231,4,2014,20150312,78.47
062592,PLX,20150331,1,2015,20150507,72.048
062592,PLX,20150630,2,2015,20150810,65.954
062592,PLX,20150930,3,2015,20151109,59.492
062592,PLX,20151231,4,2015,20160308,97.253
062602,SAPE,20140331,1,2014,20140506,949.167
062602,SAPE,20140630,2,2014,20140806,994.0889
062602,SAPE,20140930,3,2014,20141106,1006.5088
062605,WAKE,20140331,2,2014,20140422,112.119
062605,WAKE,20140630,3,2014,20140723,114.558
062605,WAKE,20141231,1,2015,20150121,112.533
062605,WAKE,20150331,2,2015,20150421,108.829
062605,WAKE,20150630,3,2015,20150721,109.247
062605,WAKE,20150930,4,2015,20151217,106.593
062605,WAKE,20151231,1,2016,20160120,106.374
062613,WIRX,20140331,1,2014,,10.353
062613,WIRX,20140630,2,2014,20140814,11.586
062613,WIRX,20140930,3,2014,20150227,12.777
062613,WIRX,20141231,4,2014,20150331,
062613,WIRX,20150331,1,2015,20150716,
062618,CWCO,20140331,1,2014,20140512,159.754
062618,CWCO,20140630,2,2014,20140811,162.011
062618,CWCO,20140930,3,2014,20141110,160.379
062618,CWCO,20141231,4,2014,20150313,160.46
062618,CWCO,20150331,1,2015,20150511,160.034
062618,CWCO,20150630,2,2015,20150810,160.059
062618,CWCO,20150930,3,2015,20151109,161.152
062618,CWCO,20151231,4,2015,20160315,161.617
062626,EPM,20140331,3,2014,20140507,65.895
062626,EPM,20140630,4,2014,20140909,65.016
062626,EPM,20140930,1,2015,20141106,62.076
062626,EPM,20141231,2,2015,20150204,65.733
062626,EPM,20150331,3,2015,20150506,65.209
062626,EPM,20150630,4,2015,20150909,69.883
062626,EPM,20150930,1,2016,20151104,67.713
062626,EPM,20151231,2,2016,20160203,69.915
062634,AABA,20140331,1,2014,20140415,16592.9141
062634,AABA,20140630,2,2014,20140715,16456.8125
062634,AABA,20140930,3,2014,20141021,57297.5977
062634,AABA,20141231,4,2014,20150127,61960.344
062634,AABA,20150331,1,2015,20150421,50491.706
062634,AABA,20150630,2,2015,20150721,50191.816
062634,AABA,20150930,3,2015,20151020,41134.999
062634,AABA,20151231,4,2015,20160202,45203.966
062640,LORL,20140331,1,2014,20140512,322.677
062640,LORL,20140630,2,2014,20140806,372.053
062640,LORL,20140930,3,2014,20141105,330.8379
062640,LORL,20141231,4,2014,20150302,304.626
062640,LORL,20150331,1,2015,20150508,216.714
062640,LORL,20150630,2,2015,20150807,234.647
062640,LORL,20150930,3,2015,20151109,227.18
062640,LORL,20151231,4,2015,20160229,214.618
062646,CWBC,20140331,1,2014,20140424,550.2568
062646,CWBC,20140630,2,2014,20140724,557.741
062646,CWBC,20140930,3,2014,20141023,572.1428
062646,CWBC,20141231,4,2014,20150126,557.318
062646,CWBC,20150331,1,2015,20150424,572.271
062646,CWBC,20150630,2,2015,20150807,587.274
062646,CWBC,20150930,3,2015,20151022,601.037
062646,CWBC,20151231,4,2015,20160126,621.213
062654,SASR,20140331,1,2014,20140417,4168.9961
062654,SASR,20140630,2,2014,20140717,4234.3398
062654,SASR,20140930,3,2014,20141016,4248.7305
062654,SASR,20141231,4,2014,20150122,4397.132
062654,SASR,20150331,1,2015,20150416,4401.38
062654,SASR,20150630,2,2015,20150716,4507.367
062654,SASR,20150930,3,2015,20151022,4611.034
062654,SASR,20151231,4,2015,20160121,4655.38
062655,DF,20140331,1,2014,20140508,2863.4419
062655,DF,20140630,2,2014,20140811,2803.322
062655,DF,20140930,3,2014,20141110,2789.8899
062655,DF,20141231,4,2014,20150210,2769.636
062655,DF,20150331,1,2015,20150511,2513.507
062655,DF,20150630,2,2015,20150810,2508.919
062655,DF,20150930,3,2015,20151109,2496.811
062655,DF,20151231,4,2015,20160222,2528.015
062666,STRM,20140131,4,2013,20140613,65.579
062666,STRM,20140430,1,2014,20140724,61.628
062666,STRM,20140731,2,2014,20140909,62.139
062666,STRM,20141031,3,2014,20141209,56.749
062666,STRM,20150131,4,2014,20150416,55.779
062666,STRM,20150430,1,2015,20150609,51.991
062666,STRM,20150731,2,2015,20150903,54.097
062666,STRM,20151031,3,2015,20151210,49.593
062686,CRR,20140331,1,2014,20140424,882.7268
062686,CRR,20140630,2,2014,20140731,905.3608
062686,CRR,20140930,3,2014,20141030,909.5168
062686,CRR,20141231,4,2014,20150129,934.226
062686,CRR,20150331,1,2015,20150430,939.513
062686,CRR,20150630,2,2015,20150730,944.699
062686,CRR,20150930,3,2015,20151029,913.348
062686,CRR,20151231,4,2015,20160128,836.369
062689,TRV,20140331,1,2014,20140422,104134
062689,TRV,20140630,2,2014,20140722,104811
062689,TRV,20140930,3,2014,20141021,104522
062689,TRV,20141231,4,2014,20150122,103078
062689,TRV,20150331,1,2015,20150421,102691
062689,TRV,20150630,2,2015,20150721,101664
062689,TRV,20150930,3,2015,20151020,102110
062689,TRV,20151231,4,2015,20160121,100184
062710,BOBS,20140331,1,2014,20140514,81.285
062710,BOBS,20140630,2,2014,20140815,90.318
062710,BOBS,20140930,3,2014,20141114,83.307
062710,BOBS,20141231,4,2014,20150402,82.238
062715,DROP.1,20140331,2,2014,20140520,1.549
062715,DROP.1,20140630,3,2014,20140910,0.07
062723,TCX,20140331,1,2014,20140514,126.934
062723,TCX,20140630,2,2014,20140812,127.613
062723,TCX,20140930,3,2014,20141112,125.961
062723,TCX,20141231,4,2014,20150212,125.796
062723,TCX,20150331,1,2015,20150507,133.697
062723,TCX,20150630,2,2015,20150806,139.297
062723,TCX,20150930,3,2015,20151105,134.805
062723,TCX,20151231,4,2015,20160209,129.13
062730,PLCM,20140331,1,2014,20140423,1754.084
062730,PLCM,20140630,2,2014,20140723,1792.054
062730,PLCM,20140930,3,2014,20141022,1791.728
062730,PLCM,20141231,4,2014,20150122,1831.222
062730,PLCM,20150331,1,2015,20150422,1802.681
062730,PLCM,20150630,2,2015,20150722,1778.914
062730,PLCM,20150930,3,2015,20151021,1754.385
062730,PLCM,20151231,4,2015,20160126,1782.247
062732,SYKE,20140331,1,2014,20140505,936.6709
062732,SYKE,20140630,2,2014,20140804,945.949
062732,SYKE,20140930,3,2014,20141103,938.2739
062732,SYKE,20141231,4,2014,20150216,944.5
062732,SYKE,20150331,1,2015,20150504,919.084
062732,SYKE,20150630,2,2015,20150803,928.569
062732,SYKE,20150930,3,2015,20151102,944.615
062732,SYKE,20151231,4,2015,20160229,947.772
062745,JAKK,20140331,1,2014,20140423,410.7769
062745,JAKK,20140630,2,2014,20140723,534.115
062745,JAKK,20140930,3,2014,20141023,665.7559
062745,JAKK,20141231,4,2014,20150225,561.782
062745,JAKK,20150331,1,2015,20150421,470.336
062745,JAKK,20150630,2,2015,20150722,510.705
062745,JAKK,20150930,3,2015,20151026,639.557
062745,JAKK,20151231,4,2015,20160223,505.9
062755,BSF,20140331,1,2014,20140429,569.313
062755,BSF,20140630,2,2014,20140814,1448.2048
062755,BSF,20140930,3,2014,20141106,1528.387
062755,BSF,20141231,4,2014,20150226,1514.595
062755,BSF,20150331,1,2015,20150514,1477.597
062755,BSF,20150630,2,2015,20150730,1451.281
062755,BSF,20150930,3,2015,20151105,1470.725
062755,BSF,20151231,4,2015,20160122,1920.216
062766,HVB,20140331,1,2014,20140428,2906.2009
062766,HVB,20140630,2,2014,20140725,3225.384
062766,HVB,20140930,3,2014,20141027,3120.0969
062766,HVB,20141231,4,2014,20150203,3138.57
062766,HVB,20150331,1,2015,20150506,3208.326
062819,PWVI,20140331,1,2014,20140513,0.392
062819,PWVI,20140630,2,2014,20140812,0.392
062819,PWVI,20140930,3,2014,20141107,0.355
062819,PWVI,20141231,4,2014,20150316,0.328
062819,PWVI,20150331,1,2015,20150515,0.225
062819,PWVI,20150630,2,2015,20150811,0.164
062819,PWVI,20150930,3,2015,20151110,0.264
062819,PWVI,20151231,4,2015,20160330,0.303
062823,FCN,20140331,1,2014,20140501,2312.5669
062823,FCN,20140630,2,2014,20140731,2373.24
062823,FCN,20140930,3,2014,20141030,2414.8911
062823,FCN,20141231,4,2014,20150219,2430.527
062823,FCN,20150331,1,2015,20150430,2371.369
062823,FCN,20150630,2,2015,20150730,2437.064
062823,FCN,20150930,3,2015,20151029,2294.012
062823,FCN,20151231,4,2015,20160225,2229.018
062844,GSH,20140331,1,2014,,
062844,GSH,20140630,2,2014,20140821,5401.8047
062844,GSH,20140930,3,2014,,
062844,GSH,20141231,4,2014,20150325,4921.617
062844,GSH,20150331,1,2015,,
062844,GSH,20150630,2,2015,20150828,4931.025
062844,GSH,20150930,3,2015,,
062844,GSH,20151231,4,2015,20160427,4931.192
062895,PFBI,20140331,1,2014,20140508,1119.782
062895,PFBI,20140630,2,2014,20140805,1271.855
062895,PFBI,20140930,3,2014,20141103,1261.3679
062895,PFBI,20141231,4,2014,20150304,1252.824
062895,PFBI,20150331,1,2015,20150506,1274.106
062895,PFBI,20150630,2,2015,20150804,1247.006
062895,PFBI,20150930,3,2015,20151103,1263.244
062895,PFBI,20151231,4,2015,20160308,1244.693
062897,TUP,20140331,1,2014,20140423,1884.2
062897,TUP,20140630,2,2014,20140723,1897.3
062897,TUP,20140930,3,2014,20141022,1869.8
062897,TUP,20141231,4,2014,20150128,1783.1
062897,TUP,20150331,1,2015,20150422,1733.2
062897,TUP,20150630,2,2015,20150722,1694.2
062897,TUP,20150930,3,2015,20151021,1663.3
062897,TUP,20151231,4,2015,20160127,1598.2
062919,MFIN,20140331,1,2014,20140505,595.0229
062919,MFIN,20140630,2,2014,20140804,610.8379
062919,MFIN,20140930,3,2014,20141103,620.2119
062919,MFIN,20141231,4,2014,20150217,632.287
062919,MFIN,20150331,1,2015,20150429,633.45
062919,MFIN,20150630,2,2015,20150804,644.125
062919,MFIN,20150930,3,2015,20151104,661.297
062919,MFIN,20151231,4,2015,20160217,689.05
062921,NBIX,20140331,1,2014,20140430,279.2959
062921,NBIX,20140630,2,2014,20140806,269.5388
062921,NBIX,20140930,3,2014,20141103,257.751
062921,NBIX,20141231,4,2014,20150209,243.033
062921,NBIX,20150331,1,2015,20150430,527.779
062921,NBIX,20150630,2,2015,20150729,511.205
062921,NBIX,20150930,3,2015,20151029,492.436
062921,NBIX,20151231,4,2015,20160211,474.785
062948,EXAC,20140331,1,2014,20140421,255.751
062948,EXAC,20140630,2,2014,20140728,262.1968
062948,EXAC,20140930,3,2014,20141021,257.8828
062948,EXAC,20141231,4,2014,20150217,261.04
062948,EXAC,20150331,1,2015,20150428,272.542
062948,EXAC,20150630,2,2015,20150728,274.486
062948,EXAC,20150930,3,2015,20151027,277.166
062948,EXAC,20151231,4,2015,20160216,277.242
062954,ULGX,20140331,3,2014,20140506,9.314
062954,ULGX,20140630,4,2014,20140819,5.667
062954,ULGX,20140930,1,2015,20141104,5.518
062954,ULGX,20141231,2,2015,20150205,5.321
062954,ULGX,20150331,3,2015,20150512,5.023
062955,PRLE,20140331,1,2014,20140418,0.075
062955,PRLE,20140630,2,2014,20140812,0.062
062955,PRLE,20140930,3,2014,20141104,0.051
062955,PRLE,20141231,4,2014,20150211,0.04
062955,PRLE,20150331,1,2015,20150423,0.019
062955,PRLE,20150630,2,2015,20150807,0.009
062955,PRLE,20150930,3,2015,20151106,0.004
062955,PRLE,20151231,4,2015,20160205,0.184
062956,BOSC,20140331,1,2014,20140528,19.23
062956,BOSC,20140630,2,2014,20140821,18.418
062956,BOSC,20140930,3,2014,20141118,17.17
062956,BOSC,20141231,4,2014,20150319,16.261
062956,BOSC,20150331,1,2015,20150528,15.456
062956,BOSC,20150630,2,2015,20150825,16.624
062956,BOSC,20150930,3,2015,20151130,16.306
062956,BOSC,20151231,4,2015,20160322,16.825
062965,SSNC,20140331,1,2014,20140501,2228.3669
062965,SSNC,20140630,2,2014,20140731,2222.4309
062965,SSNC,20140930,3,2014,20141029,2169.8589
062965,SSNC,20141231,4,2014,20150212,2285.322
062965,SSNC,20150331,1,2015,20150427,2206.739
062965,SSNC,20150630,2,2015,20150729,2836.371
062965,SSNC,20150930,3,2015,20151102,5777.223
062965,SSNC,20151231,4,2015,20160211,5802.242
062972,BKYF,20140331,1,2014,20140417,1859.4229
062972,BKYF,20140630,2,2014,20140717,1857.7869
062972,BKYF,20140930,3,2014,20141017,1826.73
062972,BKYF,20141231,4,2014,20150312,1931.656
062972,BKYF,20150331,1,2015,20150508,1902.337
062977,SLXP,20140331,1,2014,20140508,4775.9922
062977,SLXP,20140630,2,2014,20140807,4815.2539
062977,SLXP,20140930,3,2014,20141106,4846.457
062977,SLXP,20141231,4,2014,20150302,4117.343
062979,SBSI,20140331,1,2014,20140501,3434.344
062979,SBSI,20140630,2,2014,20140724,3498.6621
062979,SBSI,20140930,3,2014,20141024,3368.031
062979,SBSI,20141231,4,2014,20150302,4807.261
062979,SBSI,20150331,1,2015,20150430,4732.393
062979,SBSI,20150630,2,2015,20150723,4856.018
062979,SBSI,20150930,3,2015,20151030,4837.475
062979,SBSI,20151231,4,2015,20160129,5162.076
062990,AFFX,20140331,1,2014,20140501,497.1179
062990,AFFX,20140630,2,2014,20140731,478.2268
062990,AFFX,20140930,3,2014,20141030,480.5549
062990,AFFX,20141231,4,2014,20150204,486.548
062990,AFFX,20150331,1,2015,20150429,503.29
062990,AFFX,20150630,2,2015,20150729,538.37
062990,AFFX,20150930,3,2015,20151028,547.3
062990,AFFX,20151231,4,2015,20160217,546.891
062995,APVS,20140331,1,2014,20140515,0.355
062995,APVS,20140630,2,2014,20140819,0.36
062995,APVS,20140930,3,2014,20141119,0.358
062995,APVS,20141231,4,2014,20150717,0.372
062995,APVS,20150331,1,2015,20150806,0.347
062995,APVS,20150630,2,2015,20150819,0.355
062995,APVS,20150930,3,2015,20151113,0.333
063000,RUSHA,20140331,1,2014,20140421,2263.72
063000,RUSHA,20140630,2,2014,20140722,2353.564
063000,RUSHA,20140930,3,2014,20141021,2456.6121
063000,RUSHA,20141231,4,2014,20150210,2694.262
063000,RUSHA,20150331,1,2015,20150421,2738.723
063000,RUSHA,20150630,2,2015,20150721,2747.016
063000,RUSHA,20150930,3,2015,20151020,2870.49
063000,RUSHA,20151231,4,2015,20160209,2852.008
063005,AVDL,20140331,1,2014,20140512,181.742
063005,AVDL,20140630,2,2014,20140729,174.631
063005,AVDL,20140930,3,2014,20141031,164.386
063005,AVDL,20141231,4,2014,20150319,174.205
063005,AVDL,20150331,1,2015,20150515,186.409
063005,AVDL,20150630,2,2015,20150730,
063005,AVDL,20150930,3,2015,20151112,
063005,AVDL,20151231,4,2015,20160310,214.977
063018,DTRK,20140331,1,2014,20140514,4.551
063018,DTRK,20140630,2,2014,20140813,4.336
063018,DTRK,20140930,3,2014,20141112,4.123
063018,DTRK,20141231,4,2014,20150311,6.185
063018,DTRK,20150331,1,2015,20150513,4.673
063018,DTRK,20150630,2,2015,20150812,4.187
063018,DTRK,20150930,3,2015,20151111,4.794
063018,DTRK,20151231,4,2015,20160408,3.832
063026,ELED,20140331,1,2014,20140520,0
063026,ELED,20140630,2,2014,20140812,0
063026,ELED,20140930,3,2014,20141113,1.498
063026,ELED,20141231,4,2014,20150415,0.411
063026,ELED,20150331,1,2015,20150513,0.355
063026,ELED,20150630,2,2015,20150814,0.412
063026,ELED,20150930,3,2015,20151113,0.415
063026,ELED,20151231,4,2015,20160414,0.383
063029,ASNB,20140331,4,2013,20140714,2.89
063029,ASNB,20140630,1,2014,20140813,2.683
063029,ASNB,20140930,2,2014,20141114,2.648
063029,ASNB,20141231,3,2014,20150217,2.766
063029,ASNB,20150331,4,2014,20150714,2.8
063029,ASNB,20150630,1,2015,20150814,2.863
063029,ASNB,20150930,2,2015,20151116,3.027
063029,ASNB,20151231,3,2015,20160212,2.815
063030,CASI,20140331,1,2014,20140515,14.62
063030,CASI,20140630,2,2014,20140814,13.483
063030,CASI,20140930,3,2014,20141114,12.41
063030,CASI,20141231,4,2014,20150327,11.31
063030,CASI,20150331,1,2015,20150515,10.186
063030,CASI,20150630,2,2015,20150814,8.578
063030,CASI,20150930,3,2015,20151113,7.102
063030,CASI,20151231,4,2015,20160328,5.826
063057,DAEG,20140131,3,2013,20140225,33.043
063057,DAEG,20140430,4,2013,20140617,33.653
063057,DAEG,20140731,1,2014,20140826,29.439
063057,DAEG,20141031,2,2014,20141120,27.766
063057,DAEG,20150131,3,2014,20150224,27.618
063057,DAEG,20150430,4,2014,20150728,27.406
