gvkey,tic,datadate,fqtr,qtryr,rdq,atqr
001722,ADM,20151231,4,2015,20160202,40157
001742,PNW1,20140331,1,2014,20140502,13359.0469
001742,PNW1,20140630,2,2014,20140731,13580.457
001742,PNW1,20140930,3,2014,20141031,13936.0078
001742,PNW1,20141231,4,2014,20150220,14215.004
001742,PNW1,20150331,1,2015,20150501,14341.279
001742,PNW1,20150630,2,2015,20150730,14640.785
001742,PNW1,20150930,3,2015,20151030,14838.052
001742,PNW1,20151231,4,2015,20160219,14982.182
001743,ARCB,20140331,1,2014,20140501,1021.645
001743,ARCB,20140630,2,2014,20140731,1085.063
001743,ARCB,20140930,3,2014,20141103,1140.5669
001743,ARCB,20141231,4,2014,20150204,1127.622
001743,ARCB,20150331,1,2015,20150504,1141.699
001743,ARCB,20150630,2,2015,20150803,1192.048
001743,ARCB,20150930,3,2015,20151030,1244.286
001743,ARCB,20151231,4,2015,20160203,1262.909
001745,ETR1,20140331,1,2014,20140508,8274.043
001745,ETR1,20140630,2,2014,20140807,8187.9219
001745,ETR1,20140930,3,2014,20141106,8208.3594
001745,ETR1,20141231,4,2014,20150226,8807.925
001745,ETR1,20150331,1,2015,20150507,8783.505
001745,ETR1,20150630,2,2015,20150806,8754.907
001745,ETR1,20150930,3,2015,20151104,8840.157
001745,ETR1,20151231,4,2015,20160226,8747.774
001773,ARW,20140331,1,2014,20140506,11032.9141
001773,ARW,20140630,2,2014,20140729,11559.5898
001773,ARW,20140930,3,2014,20141029,11311.5234
001773,ARW,20141231,4,2014,20150205,12442.856
001773,ARW,20150331,1,2015,20150430,11144.488
001773,ARW,20150630,2,2015,20150728,12111.814
001773,ARW,20150930,3,2015,20151028,12006.198
001773,ARW,20151231,4,2015,20160204,13021.93
001783,ARTW,20140228,1,2014,20140414,33.766
001783,ARTW,20140531,2,2014,20140626,35.008
001783,ARTW,20140831,3,2014,20141007,35.091
001783,ARTW,20141130,4,2014,20150126,32.846
001783,ARTW,20150228,1,2015,20150330,34.176
001783,ARTW,20150531,2,2015,20150629,33.788
001783,ARTW,20150831,3,2015,20150930,32.705
001783,ARTW,20151130,4,2015,20160202,31.332
001794,ASH,20140331,2,2014,20140430,12188
001794,ASH,20140630,3,2014,20140731,12126
001794,ASH,20140930,4,2014,20141105,10951
001794,ASH,20141231,1,2015,20150126,10349
001794,ASH,20150331,2,2015,20150429,9796
001794,ASH,20150630,3,2015,20150729,9955
001794,ASH,20150930,4,2015,20151103,10064
001794,ASH,20151231,1,2016,20160125,9673
001820,ALOT,20140131,4,2013,20140318,77.964
001820,ALOT,20140430,1,2014,20140522,78.279
001820,ALOT,20140731,2,2014,20140820,79.058
001820,ALOT,20141031,3,2014,20141126,81.753
001820,ALOT,20150131,4,2014,20150318,74.33
001820,ALOT,20150430,1,2015,20150519,74.877
001820,ALOT,20150731,2,2015,20150819,75.396
001820,ALOT,20151031,3,2015,20151125,79.947
001823,ATRO,20140331,1,2014,20140507,602.719
001823,ATRO,20140630,2,2014,20140730,582.7749
001823,ATRO,20140930,3,2014,20141104,590.907
001823,ATRO,20141231,4,2014,20150219,562.91
001823,ATRO,20150331,1,2015,20150512,600.283
001823,ATRO,20150630,2,2015,20150805,638.21
001823,ATRO,20150930,3,2015,20151110,648.393
001823,ATRO,20151231,4,2015,20160217,609.243
001837,SO7,20140331,1,2014,20140429,15376
001837,SO7,20140630,2,2014,20140729,14302
001837,SO7,20140930,3,2014,20141107,13953
001837,SO7,20141231,4,2014,20150211,14909
001837,SO7,20150331,1,2015,20150428,14138
001837,SO7,20150630,2,2015,20150728,13835
001837,SO7,20150930,3,2015,20151109,14206
001837,SO7,20151231,4,2015,20160211,14754
001860,ATW,20140331,2,2014,20140430,4085.134
001860,ATW,20140630,3,2014,20140730,4098.625
001860,ATW,20140930,4,2014,20141110,4507.2266
001860,ATW,20141231,1,2015,20150203,4550.031
001860,ATW,20150331,2,2015,20150429,4536.282
001860,ATW,20150630,3,2015,20150729,4724.245
001860,ATW,20150930,4,2015,20151109,4809.011
001860,ATW,20151231,1,2016,20160202,4748.446
001864,REX,20140131,4,2013,20140326,427.8679
001864,REX,20140430,1,2014,20140528,446.949
001864,REX,20140731,2,2014,20140827,469.5198
001864,REX,20141031,3,2014,20141204,470.3779
001864,REX,20150131,4,2014,20150325,456.947
001864,REX,20150430,1,2015,20150521,455.367
001864,REX,20150731,2,2015,20150827,425.423
001864,REX,20151031,3,2015,20151202,423.268
001878,ADSK,20140131,4,2013,20140226,4595
001878,ADSK,20140430,1,2014,20140515,4648.5977
001878,ADSK,20140731,2,2014,20140814,4703.3984
001878,ADSK,20141031,3,2014,20141120,4736.7969
001878,ADSK,20150131,4,2014,20150226,4913.8
001878,ADSK,20150430,1,2015,20150519,4775.9
001878,ADSK,20150731,2,2015,20150827,5341.8
001878,ADSK,20151031,3,2015,20151119,5220
001891,ADP,20140331,3,2014,20140430,36596.5
001891,ADP,20140630,4,2014,20140731,32051.6992
001891,ADP,20140930,1,2015,20141029,30208.0977
001891,ADP,20141231,2,2015,20150204,43503.1
001891,ADP,20150331,3,2015,20150430,37107.3
001891,ADP,20150630,4,2015,20150730,33110.5
001891,ADP,20150930,1,2016,20151028,34380.3
001891,ADP,20151231,2,2016,20160203,39899.5
001906,AVHI,20140331,1,2014,20140507,470.0908
001906,AVHI,20140630,2,2014,20140731,655.9419
001906,AVHI,20140930,3,2014,20141030,665.5659
001906,AVHI,20141231,4,2014,20150226,668.886
001906,AVHI,20150331,1,2015,20150430,666.23
001906,AVHI,20150630,2,2015,20150730,704.552
001906,AVHI,20150930,3,2015,20151029,756.14
001906,AVHI,20151231,4,2015,20160225,742.016
001913,AVY,20140331,1,2014,20140423,4591.2969
001913,AVY,20140630,2,2014,20140725,4616.5977
001913,AVY,20140930,3,2014,20141024,4493.5
001913,AVY,20141231,4,2014,20150202,4360.2
001913,AVY,20150331,1,2015,20150429,4312.6
001913,AVY,20150630,2,2015,20150729,4353.6
001913,AVY,20150930,3,2015,20151029,4248.9
001913,AVY,20151231,4,2015,20160203,4133.7
001919,AVT,20140331,3,2014,20140424,10900.7773
001919,AVT,20140630,4,2014,20140806,11255.5156
001919,AVT,20140930,1,2015,20141023,10987.2461
001919,AVT,20141231,2,2015,20150122,11491.0938
001919,AVT,20150331,3,2015,20150423,10614.505
001919,AVT,20150630,4,2015,20150805,10799.953
001919,AVT,20150930,1,2016,20151029,10864.456
001919,AVT,20151231,2,2016,20160128,11302.352
001920,AVP,20140331,1,2014,20140501,6084.8984
001920,AVP,20140630,2,2014,20140731,6115.1992
001920,AVP,20140930,3,2014,20141030,6090.3984
001920,AVP,20141231,4,2014,20150212,5496.8
001920,AVP,20150331,1,2015,20150430,4872.3
001920,AVP,20150630,2,2015,20150730,4988.6
001920,AVP,20150930,3,2015,20151104,3774.7
001920,AVP,20151231,4,2015,20160211,3879.5
001926,AZZ,20140228,4,2013,20140404,953.2529
001926,AZZ,20140531,1,2014,20140627,983.5388
001926,AZZ,20140831,2,2014,20141001,969.7878
001926,AZZ,20141130,3,2014,20150109,981.3389
001926,AZZ,20150228,4,2014,20150422,936.914
001926,AZZ,20150531,1,2015,20150701,991.16
001926,AZZ,20150831,2,2015,20150929,984.047
001926,AZZ,20151130,3,2015,20160108,990.952
001932,BTI,20140331,1,2014,,
001932,BTI,20140630,2,2014,20140729,43922.2188
001932,BTI,20140930,3,2014,,
001932,BTI,20141231,4,2014,20150226,40762.953
001932,BTI,20150331,1,2015,,
001932,BTI,20150630,2,2015,20150729,45097.173
001932,BTI,20150930,3,2015,,
001932,BTI,20151231,4,2015,20160225,46472.019
001949,BRT,20140331,2,2014,20140509,633.989
001949,BRT,20140630,3,2014,20140807,700.261
001949,BRT,20140930,4,2014,20141211,734.6199
001949,BRT,20141231,1,2015,20150206,750.293
001949,BRT,20150331,2,2015,20150508,760.129
001949,BRT,20150630,3,2015,20150805,766.537
001949,BRT,20150930,4,2015,20151211,835.879
001949,BRT,20151231,1,2016,20160209,880.482
001951,PRSNQ,20140228,2,2014,20140409,11.568
001951,PRSNQ,20140531,3,2014,20140710,9.529
001951,PRSNQ,20140831,4,2014,20141113,12.249
001951,PRSNQ,20141130,1,2015,20150114,10.253
001951,PRSNQ,20150331,1,2015,20150514,7.09
001951,PRSNQ,20150630,2,2015,20150716,4.188
001951,PRSNQ,20150930,3,2015,20151027,5.085
001951,PRSNQ,20151231,4,2015,20160331,
001968,BMI,20140331,1,2014,20140416,323.678
001968,BMI,20140630,2,2014,20140718,328.97
001968,BMI,20140930,3,2014,20141015,330.667
001968,BMI,20141231,4,2014,20150205,341.158
001968,BMI,20150331,1,2015,20150420,342.427
001968,BMI,20150630,2,2015,20150720,357.149
001968,BMI,20150930,3,2015,20151019,352.817
001968,BMI,20151231,4,2015,20160204,355.48
001976,BHI,20140331,1,2014,20140417,27896
001976,BHI,20140630,2,2014,20140717,28277
001976,BHI,20140930,3,2014,20141016,28642
001976,BHI,20141231,4,2014,20150120,28827
001976,BHI,20150331,1,2015,20150421,26926
001976,BHI,20150630,2,2015,20150721,26018
001976,BHI,20150930,3,2015,20151021,25416
001976,BHI,20151231,4,2015,20160128,24080
001979,BCPC,20140331,1,2014,20140505,382.45
001979,BCPC,20140630,2,2014,20140808,892.9238
001979,BCPC,20140930,3,2014,20141110,848.7998
001979,BCPC,20141231,4,2014,20150224,861.271
001979,BCPC,20150331,1,2015,20150505,854.842
001979,BCPC,20150630,2,2015,20150804,868.98
001979,BCPC,20150930,3,2015,20151103,882.594
001979,BCPC,20151231,4,2015,20160229,881.223
001982,BWINB,20140331,1,2014,20140501,1085.605
001982,BWINB,20140630,2,2014,20140807,1123.5908
001982,BWINB,20140930,3,2014,20141106,1125.03
001982,BWINB,20141231,4,2014,20150129,1144.247
001982,BWINB,20150331,1,2015,20150507,1126.458
001982,BWINB,20150630,2,2015,20150806,1125.549
001982,BWINB,20150930,3,2015,20151105,1093.556
001982,BWINB,20151231,4,2015,20160128,1085.771
001988,BLL,20140331,1,2014,20140501,7744.5
001988,BLL,20140630,2,2014,20140731,7771.3984
001988,BLL,20140930,3,2014,20141030,7614.8984
001988,BLL,20141231,4,2014,20150205,7571
001988,BLL,20150331,1,2015,20150430,7660.5
001988,BLL,20150630,2,2015,20150730,7852.9
001988,BLL,20150930,3,2015,20151029,7727
001988,BLL,20151231,4,2015,20160128,9777
002002,BPOP,20140331,1,2014,20140422,36744.1602
002002,BPOP,20140630,2,2014,20140724,36587.9023
002002,BPOP,20140930,3,2014,20141022,34099.0938
002002,BPOP,20141231,4,2014,20150122,33096.695
002002,BPOP,20150331,1,2015,20150427,35624.84
002002,BPOP,20150630,2,2015,20150724,36750.113
002002,BPOP,20150930,3,2015,20151023,35530.794
002002,BPOP,20151231,4,2015,20160126,35769.534
002005,BOH,20140331,1,2014,20140421,14263.1172
002005,BOH,20140630,2,2014,20140728,14844.5039
002005,BOH,20140930,3,2014,20141027,14510.1641
002005,BOH,20141231,4,2014,20150126,14787.208
002005,BOH,20150331,1,2015,20150420,15139.179
002005,BOH,20150630,2,2015,20150727,15248.043
002005,BOH,20150930,3,2015,20151026,15164.123
002005,BOH,20151231,4,2015,20160125,15455.016
002019,BK,20140331,1,2014,20140422,368241
002019,BK,20140630,2,2014,20140718,400740
002019,BK,20140930,3,2014,20141017,386296
002019,BK,20141231,4,2014,20150123,385303
002019,BK,20150331,1,2015,20150422,399088
002019,BK,20150630,2,2015,20150720,395254
002019,BK,20150930,3,2015,20151020,377371
002019,BK,20151231,4,2015,20160121,393780
002044,BCR,20140331,1,2014,20140422,4877.8984
002044,BCR,20140630,2,2014,20140724,5118.2969
002044,BCR,20140930,3,2014,20141022,5113.6992
002044,BCR,20141231,4,2014,20150129,5092.6
002044,BCR,20150331,1,2015,20150423,5056.7
002044,BCR,20150630,2,2015,20150723,4967.5
002044,BCR,20150930,3,2015,20151022,4972.4
002044,BCR,20151231,4,2015,20160128,4942.9
002049,B,20140331,1,2014,20140425,2134.667
002049,B,20140630,2,2014,20140725,2214.624
002049,B,20140930,3,2014,20141024,2155.9609
002049,B,20141231,4,2014,20150220,2073.885
002049,B,20150331,1,2015,20150424,2023.637
002049,B,20150630,2,2015,20150724,2078.643
002049,B,20150930,3,2015,20151023,2078.078
002049,B,20151231,4,2015,20160219,2061.866
002052,BRN,20140331,2,2014,20140508,61.384
002052,BRN,20140630,3,2014,20140807,56.356
002052,BRN,20140930,4,2014,20141215,54.77
002052,BRN,20141231,1,2015,20150212,51.652
002052,BRN,20150331,2,2015,20150513,47.919
002052,BRN,20150630,3,2015,20150812,47.219
002052,BRN,20150930,4,2015,20151216,41.553
002052,BRN,20151231,1,2016,20160210,38.047
002055,ABX,20140331,1,2014,20140430,37810
002055,ABX,20140630,2,2014,20140730,37435
002055,ABX,20140930,3,2014,20141029,37490
002055,ABX,20141231,4,2014,20150218,33879
002055,ABX,20150331,1,2015,20150427,33517
002055,ABX,20150630,2,2015,20150805,33193
002055,ABX,20150930,3,2015,20151028,32397
002055,ABX,20151231,4,2015,20160217,26308
002061,DFZ,20140331,3,2014,20140502,128.216
002073,ESTE.1,20140331,4,2013,20140610,45.621
002073,ESTE.1,20140630,1,2014,20140811,46.268
002073,ESTE.1,20140930,2,2014,20141112,47.162
002080,BSET,20140228,1,2014,20140403,226.037
002080,BSET,20140531,2,2014,20140702,226.858
002080,BSET,20140831,3,2014,20141002,230.786
002080,BSET,20141130,4,2014,20150122,240.746
002080,BSET,20150228,1,2015,20150409,260.415
002080,BSET,20150531,2,2015,20150701,271.983
002080,BSET,20150831,3,2015,20151001,270.617
002080,BSET,20151130,4,2015,20160121,282.543
002086,BAX,20140331,1,2014,20140417,25261
002086,BAX,20140630,2,2014,20140717,25629
002086,BAX,20140930,3,2014,20141016,25563
002086,BAX,20141231,4,2014,20150129,25917
002086,BAX,20150331,1,2015,20150423,24861
002086,BAX,20150630,2,2015,20150729,30015
002086,BAX,20150930,3,2015,20151027,20172
002086,BAX,20151231,4,2015,20160202,20975
002101,AIT,20140331,3,2014,20140501,1096.6509
002101,AIT,20140630,4,2014,20140813,1334.1689
002101,AIT,20140930,1,2015,20141029,1468.9189
002101,AIT,20141231,2,2015,20150129,1480.45
002101,AIT,20150331,3,2015,20150430,1466.153
002101,AIT,20150630,4,2015,20150812,1434.968
002101,AIT,20150930,1,2016,20151028,1376.26
002101,AIT,20151231,2,2016,20160128,1350.395
002109,CHSO,20140331,1,2014,20140516,15.53
002109,CHSO,20140630,2,2014,20140819,14.296
002109,CHSO,20140930,3,2014,20141114,12.206
002109,CHSO,20141231,4,2014,20150414,9.646
002109,CHSO,20150331,1,2015,20150520,8.894
002109,CHSO,20150630,2,2015,20150819,8.3
002109,CHSO,20150930,3,2015,20151123,7.49
002109,CHSO,20151231,4,2015,20160414,6.638
002111,BDX,20140331,2,2014,20140501,12250
002111,BDX,20140630,3,2014,20140731,12374
002111,BDX,20140930,4,2014,20141104,12447
002111,BDX,20141231,1,2015,20150205,18503
002111,BDX,20150331,2,2015,20150507,28293
002111,BDX,20150630,3,2015,20150806,27079
002111,BDX,20150930,4,2015,20151104,26820
002111,BDX,20151231,1,2016,20160203,26046
002124,BELFB,20140331,1,2014,20140430,290.9038
002124,BELFB,20140630,2,2014,20140730,494.8428
002124,BELFB,20140930,3,2014,20141029,643.4868
002124,BELFB,20141231,4,2014,20150219,636.025
002124,BELFB,20150331,1,2015,20150429,622.912
002124,BELFB,20150630,2,2015,20150729,619.828
002124,BELFB,20150930,3,2015,20151028,605.942
002124,BELFB,20151231,4,2015,20160218,587.011
002136,VZ,20140331,1,2014,20140424,221562
002136,VZ,20140630,2,2014,20140722,224427
002136,VZ,20140930,3,2014,20141021,226293
002136,VZ,20141231,4,2014,20150122,232708
002136,VZ,20150331,1,2015,20150421,235790
002136,VZ,20150630,2,2015,20150721,240753
002136,VZ,20150930,3,2015,20151020,242073
002136,VZ,20151231,4,2015,20160121,244640
002137,BCE,20140331,1,2014,20140506,40860.3984
002137,BCE,20140630,2,2014,20140806,42359.4961
002137,BCE,20140930,3,2014,20141106,41619.5234
002137,BCE,20141231,4,2014,20150205,39907.767
002137,BCE,20150331,1,2015,20150430,37123.255
002137,BCE,20150630,2,2015,20150806,37616.452
002137,BCE,20150930,3,2015,20151105,35583.756
002137,BCE,20151231,4,2015,20160204,34679.529
002154,BMS,20140331,1,2014,20140424,4148.1992
002154,BMS,20140630,2,2014,20140724,4153
002154,BMS,20140930,3,2014,20141023,4020.8
002154,BMS,20141231,4,2014,20150129,3615.1
002154,BMS,20150331,1,2015,20150423,3570.7
002154,BMS,20150630,2,2015,20150723,3573.8
002154,BMS,20150930,3,2015,20151022,3447.9
002154,BMS,20151231,4,2015,20160128,3489.8
002176,BRK.B,20140331,1,2014,20140502,494944
002176,BRK.B,20140630,2,2014,20140801,504379
002176,BRK.B,20140930,3,2014,20141107,517363
002176,BRK.B,20141231,4,2014,20150228,526186
002176,BRK.B,20150331,1,2015,20150501,531076
002176,BRK.B,20150630,2,2015,20150807,540774
002176,BRK.B,20150930,3,2015,20151106,545468
002176,BRK.B,20151231,4,2015,20160227,552257
002184,BBY,20140131,4,2013,20140227,14013
002184,BBY,20140430,1,2014,20140522,13911
002184,BBY,20140731,2,2014,20140826,14349
002184,BBY,20141031,3,2014,20141120,15762
002184,BBY,20150131,4,2014,20150303,15256
002184,BBY,20150430,1,2015,20150521,13719
002184,BBY,20150731,2,2015,20150825,13566
002184,BBY,20151031,3,2015,20151119,15175
002220,BIO,20140331,1,2014,20140506,3441.3779
002220,BIO,20140630,2,2014,20140805,3467.751
002220,BIO,20140930,3,2014,20141104,3386.0239
002220,BIO,20141231,4,2014,20150226,3341.278
002220,BIO,20150331,1,2015,20150505,3326.196
002220,BIO,20150630,2,2015,20150806,3525.343
002220,BIO,20150930,3,2015,20151103,3666.396
002220,BIO,20151231,4,2015,20160225,3711.542
002230,5938B,20140228,3,2013,20140403,9696.7969
002230,5938B,20140531,4,2013,20140709,9766.5977
002230,5938B,20140831,1,2014,20141009,9597.0977
002230,5938B,20141130,2,2014,20150106,9558.0977
002230,5938B,20150228,3,2014,20150409,9371.7
002240,NIMU,20140131,2,2014,20140310,0.62
002240,NIMU,20140430,3,2014,20140613,0.557
002240,NIMU,20140731,4,2014,20141027,0.526
002240,NIMU,20141031,1,2015,20141215,0.535
002240,NIMU,20150131,2,2015,20150317,0.48
002240,NIMU,20150430,3,2015,20150615,0.545
002240,NIMU,20150731,4,2015,20151023,0.528
002240,NIMU,20151031,1,2016,20151215,0.564
002259,BKH,20140331,1,2014,20140501,3964.9641
002259,BKH,20140630,2,2014,20140805,3970.498
002259,BKH,20140930,3,2014,20141103,4073.262
002259,BKH,20141231,4,2014,20150202,4279.806
002259,BKH,20150331,1,2015,20150504,4319.828
002259,BKH,20150630,2,2015,20150804,4220.271
002259,BKH,20150930,3,2015,20151103,4246.562
002259,BKH,20151231,4,2015,20160202,4655.501
002269,HRB,20140131,3,2013,20140306,3515.2871
002269,HRB,20140430,4,2013,20140611,4693.5273
002269,HRB,20140731,1,2014,20140903,3890.8191
002269,HRB,20141031,2,2014,20141208,3091.29
002269,HRB,20150131,3,2014,20150304,4378.941
002269,HRB,20150430,4,2014,20150608,4515.42
002269,HRB,20150731,1,2015,20150901,3632.691
002269,HRB,20151031,2,2015,20151207,2289.897
002270,ESV,20140331,1,2014,20140428,19521.1992
002270,ESV,20140630,2,2014,20140730,18271.1992
002270,ESV,20140930,3,2014,20141029,19772.5
002270,ESV,20141231,4,2014,20150225,16059.9
002270,ESV,20150331,1,2015,20150429,16346.2
002270,ESV,20150630,2,2015,20150729,16338.1
002270,ESV,20150930,3,2015,20151028,16440.8
002270,ESV,20151231,4,2015,20160224,13637
002271,BLT,20140331,1,2014,20140509,840.8608
002271,BLT,20140630,2,2014,20140806,825.0999
002271,BLT,20140930,3,2014,20141105,810.155
002271,BLT,20141231,4,2014,20150311,793.67
002271,BLT,20150331,1,2015,20150507,804.03
002271,BLT,20150630,2,2015,20150805,758.53
002271,BLT,20150930,3,2015,20151109,731.385
002271,BLT,20151231,4,2015,20160315,693.126
002277,BRRE,20140131,1,2014,20140317,49.651
002277,BRRE,20140430,2,2014,20140606,48.783
002277,BRRE,20140731,3,2014,20141021,48.045
002277,BRRE,20141031,4,2014,20150129,42.847
002277,BRRE,20150131,1,2015,20150317,40.59
002277,BRRE,20150430,2,2015,20150615,40.305
002277,BRRE,20150731,3,2015,20150918,33.728
002277,BRRE,20151031,4,2015,20160129,31.163
002282,BOBE,20140131,3,2013,20140304,1092.55
002282,BOBE,20140430,4,2013,20140708,1068.3159
002282,BOBE,20140731,1,2014,20140826,1054.457
002282,BOBE,20141031,2,2014,20141202,1066.041
002282,BOBE,20150131,3,2014,20150303,1040.054
002282,BOBE,20150430,4,2014,20150616,1032.587
002282,BOBE,20150731,1,2015,20150901,1017.281
002282,BOBE,20151031,2,2015,20151201,961.672
002285,BA,20140331,1,2014,20140423,91575
002285,BA,20140630,2,2014,20140723,92737
002285,BA,20140930,3,2014,20141022,92653
002285,BA,20141231,4,2014,20150128,99198
002285,BA,20150331,1,2015,20150422,97775
002285,BA,20150630,2,2015,20150722,98102
002285,BA,20150930,3,2015,20151021,98998
002285,BA,20151231,4,2015,20160127,94408
002295,BOLT.1,20140331,3,2014,20140424,83.013
002295,BOLT.1,20140630,4,2014,20140813,83.663
002295,BOLT.1,20140930,1,2015,20141023,82.59
002312,RHI,20140331,1,2014,20140423,1503.3311
002312,RHI,20140630,2,2014,20140722,1588.4448
002312,RHI,20140930,3,2014,20141021,1627.0129
002312,RHI,20141231,4,2014,20150129,1647.267
002312,RHI,20150331,1,2015,20150423,1637.286
002312,RHI,20150630,2,2015,20150723,1723.2
002312,RHI,20150930,3,2015,20151021,1715.272
002312,RHI,20151231,4,2015,20160202,1702.96
002316,0141A,20140331,1,2014,20140514,2950
002316,0141A,20140630,2,2014,20140813,2925
002316,0141A,20140930,3,2014,20141110,2827
002316,0141A,20141231,4,2014,20150310,2672
002316,0141A,20150331,1,2015,20150513,2573
002316,0141A,20150630,2,2015,20150812,2764
